concept_id,concept_name,avg_per_pid,from_table,unique_pid_count
44814724,,1.0,,1251
4033240,,42.247002398081534,,1251
44818518,,33.98481215027978,,1251
32019,,30.432454036770583,,1251
44818702,,144.9216626698641,,1251
4230359,,26.620303756994403,,1251
4172703,,144.1910471622702,,1251
32209,,67.96962430055956,,1251
8840,,21.9656274980016,,1251
8848,,24.8864,,1250
32020,,27.0496,,1250
8645,,13.387510008006405,,1249
3028553,,17.33146517213771,,1249
38000280,,17.009615384615383,,1248
43542353,,14.571772253408179,,1247
8554,,10.904417670682731,,1245
37208405,History of alcohol use,29.4967845659164,observation,1244
3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,17.340305711987128,measurement,1243
3000905,Leukocytes [#/volume] in Blood by Automated count,19.88225806451613,measurement,1240
3013650,Neutrophils [#/volume] in Blood by Automated count,13.775444264943458,measurement,1238
4188539,,6.965266558966074,,1238
3025315,Body weight,14.420711974110032,measurement,1236
9529,,7.077669902912621,,1236
8842,,7.238673139158576,,1236
3020416,Erythrocytes [#/volume] in Blood by Automated count,13.393203883495145,measurement,1236
3016723,Creatinine [Mass/volume] in Serum or Plasma,11.273170731707317,measurement,1230
4188540,,5.627339300244101,,1229
9202,Outpatient Visit,9.809446254071661,visit_occurrence,1228
3019170,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,10.123879380603096,measurement,1227
3024929,Platelets [#/volume] in Blood by Automated count,9.874388254486133,measurement,1226
9201,Inpatient Visit,9.776326530612245,visit_occurrence,1225
5083,Telehealth,9.937908496732026,visit_occurrence,1224
581479,Ambulatory Rehabilitation Visit,9.769419460343418,visit_occurrence,1223
9203,Emergency Room Visit,9.88216039279869,visit_occurrence,1222
32037,Intensive Care,10.217854217854217,visit_occurrence,1221
44790889,Telephone call to a patient,10.13464696223317,visit_occurrence,1218
8713,,4.291700903861956,,1217
763692,,4.69002473206925,,1213
8876,,3.633638634471274,,1201
3004327,Lymphocytes [#/volume] in Blood by Automated count,7.072635135135135,measurement,1184
38000245,,3.2947635135135136,,1184
8845,,3.853140916808149,,1178
3004501,Glucose [Mass/volume] in Serum or Plasma,6.550898203592815,measurement,1169
3000963,Hemoglobin [Mass/volume] in Blood,5.747404844290657,measurement,1156
3034426,Prothrombin time (PT),5.324491600353669,measurement,1131
3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,5.555358724534987,measurement,1129
8555,,2.806049822064057,,1124
3022192,Triglyceride [Mass/volume] in Serum or Plasma,5.1482479784366575,measurement,1113
4005823,Tobacco user,5.176999101527404,observation,1113
9557,,2.5158946412352408,,1101
4196147,Peripheral oxygen saturation,4.9150684931506845,observation,1095
3012030,MCH [Entitic mass] by Automated count,4.917279411764706,measurement,1088
3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,4.876048462255358,measurement,1073
3011960,Natriuretic peptide B [Mass/volume] in Serum or Plasma,4.836676217765043,measurement,1047
3034962,Glucose [Mass/volume] in Capillary blood by Glucometer,4.48794599807136,measurement,1037
3019897,Erythrocyte distribution width [Ratio] by Automated count,4.267441860465116,measurement,1032
3033575,Monocytes [#/volume] in Blood by Automated count,4.246031746031746,measurement,1008
3027114,Cholesterol [Mass/volume] in Serum or Plasma,4.240317775571003,measurement,1007
3009596,Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation,4.1382868937048505,measurement,969
8582,,2.0115546218487395,,952
3036277,Body height,4.023109243697479,measurement,952
8483,,1.9064143007360672,,951
3015242,Ferritin [Mass/volume] in Serum or Plasma by Immunoassay,3.7417989417989417,measurement,945
3028288,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,3.9191489361702128,measurement,940
40765040,25-Hydroxyvitamin D2+25-Hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,3.7176981541802387,measurement,921
3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,3.6387377584330793,measurement,919
3004249,Systolic blood pressure,3.7510917030567685,measurement,916
3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3.567805953693495,measurement,907
3020149,Calcidiol [Mass/volume] in Serum or Plasma,3.6699889258028793,measurement,903
8751,,1.7360178970917226,,894
3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,3.722095671981777,measurement,878
3027018,Heart rate,3.2989449003517,measurement,853
3017250,Creatinine [Mass/volume] in Urine,3.382978723404255,measurement,846
3012888,Diastolic blood pressure,3.282608695652174,measurement,828
3003798,Blood pressure method,3.3792270531400965,observation,828
3009744,MCHC [Mass/volume] by Automated count,3.3341433778857836,measurement,823
3028615,Eosinophils [#/volume] in Blood by Automated count,3.3970588235294117,measurement,816
3049187,"Glomerular filtration rate/1.73 sq M.predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",3.277435265104809,measurement,811
1009229,Cardiac rhythm,3.344019728729963,observation,811
257,,1.6788413098236776,,794
3004789,Transferrin [Mass/volume] in Serum or Plasma,3.1082802547770703,measurement,785
3023314,Hematocrit [Volume Fraction] of Blood by Automated count,3.051114023591088,measurement,763
3021044,Iron binding capacity [Mass/volume] in Serum or Plasma,3.197903014416776,measurement,763
3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,3.2443857331571997,measurement,757
8753,,1.5617529880478087,,753
40763528,Reticulocytes [#/volume] in Blood by Automated count,3.082099596231494,measurement,743
3053283,"Glomerular filtration rate/1.73 sq M.predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",3.149051490514905,measurement,738
3008342,Neutrophils/100 leukocytes in Blood by Automated count,3.1241473396998636,measurement,733
3000593,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,3.102777777777778,measurement,720
3013707,Erythrocyte sedimentation rate by Westergren method,3.0097357440890127,measurement,719
3007124,Reticulocytes/100 erythrocytes in Blood by Automated count,2.917985611510791,measurement,695
3041084,Immature granulocytes [#/volume] in Blood by Automated count,2.891461649782923,measurement,691
3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,2.938897168405365,measurement,671
8752,,1.4736842105263157,,665
201826,Type 2 diabetes mellitus,1.4509803921568627,condition_occurrence,663
3037511,Lymphocytes/100 leukocytes in Blood by Automated count,2.898330804248862,measurement,659
3018677,aPTT in Platelet poor plasma by Coagulation assay,2.8391167192429023,measurement,634
3005673,Hemoglobin A1c/Hemoglobin.total in Blood by HPLC,2.8987341772151898,measurement,632
3011904,Phosphate [Mass/volume] in Serum or Plasma,2.7365079365079366,measurement,630
3020630,Protein [Mass/volume] in Serum or Plasma,2.831460674157303,measurement,623
3037121,Protein [Mass/volume] in Urine,2.7323481116584567,measurement,609
3003785,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,2.8848684210526314,measurement,608
3039919,Specific gravity of Urine by Automated test strip,2.6930693069306932,measurement,606
3002400,Iron [Mass/volume] in Serum or Plasma,2.877887788778878,measurement,606
3023599,MCV [Entitic volume] by Automated count,2.684654300168634,measurement,593
3007238,Nucleated erythrocytes [#/volume] in Blood by Automated count,2.626970227670753,measurement,571
44786754,Tacrolimus [Mass/volume] in Blood by LC/MS/MS,2.6940966010733454,measurement,559
3000185,Iron saturation [Mass Fraction] in Serum or Plasma,2.712430426716141,measurement,539
3006906,Calcium [Mass/volume] in Serum or Plasma,2.6654205607476635,measurement,535
3004905,Lipase [Enzymatic activity/volume] in Serum or Plasma,2.7557251908396947,measurement,524
4079750,Osteoarthritis of knee,1.3352601156069364,condition_occurrence,519
3020891,Body temperature,2.582995951417004,measurement,494
586323,,1.291497975708502,,494
3013429,Basophils [#/volume] in Blood by Automated count,2.563265306122449,measurement,490
3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,2.561844863731656,measurement,477
3014576,Chloride [Moles/volume] in Serum or Plasma,2.4654088050314464,measurement,477
3037556,Urate [Mass/volume] in Serum or Plasma,2.526766595289079,measurement,467
3028167,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,2.436123348017621,measurement,454
78232,Shoulder joint pain,1.291111111111111,condition_occurrence,450
3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,2.42152466367713,measurement,446
3024561,Albumin [Mass/volume] in Serum or Plasma,2.460496613995485,measurement,443
3001405,CD3+CD8+ (T8 suppressor cells) cells [#/volume] in Blood,2.536363636363636,measurement,440
3007302,Hemoglobin [Mass/volume] in Mixed venous blood,2.458715596330275,measurement,436
4170554,Hip pain,1.2211981566820276,condition_occurrence,434
3000067,Parathyrin.intact [Mass/volume] in Serum or Plasma,2.484988452655889,measurement,433
3024128,Bilirubin.total [Mass/volume] in Serum or Plasma,2.508083140877598,measurement,433
3013770,Testosterone [Mass/volume] adjusted for sex hormone binding globulin in Serum or Plasma,2.4675925925925926,measurement,432
40767502,Oxygen content in Mixed venous blood by calculation,2.3896713615023475,measurement,426
3023884,Cholesterol in HDL/Cholesterol.total [Mass Ratio] in Serum or Plasma,2.4976076555023923,measurement,418
3023103,Potassium [Moles/volume] in Serum or Plasma,2.422062350119904,measurement,417
3011948,Monocytes/100 leukocytes in Blood by Automated count,2.4423076923076925,measurement,416
3027801,Oxygen [Partial pressure] in Arterial blood,2.491566265060241,measurement,415
312437,Dyspnea,1.229426433915212,condition_occurrence,401
40757349,CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood,2.4575835475578405,measurement,389
45605405,,1.2072538860103628,,386
3027970,Globulin [Mass/volume] in Serum by calculation,2.4053333333333335,measurement,375
3019550,Sodium [Moles/volume] in Serum or Plasma,2.4973262032085564,measurement,374
3014037,CD3+CD4+ (T4 helper) cells/100 cells in Blood,2.404312668463612,measurement,371
141095,Acne,1.2054054054054053,condition_occurrence,370
42870366,Fibrin D-dimer FEU [Mass/volume] in Blood by Immunoassay,2.362162162162162,measurement,370
3016201,Valproate [Mass/volume] in Serum or Plasma,2.3701657458563536,measurement,362
42869531,Gamma interferon background [Units/volume] in Blood by Immunoassay,2.3854748603351954,measurement,358
8989,,1.1680672268907564,,357
75860,Constipation,1.202247191011236,condition_occurrence,356
4171756,,1.146067415730337,,356
3027597,Bilirubin.direct [Mass/volume] in Serum or Plasma,2.415954415954416,measurement,351
3036887,Ammonia [Mass/volume] in Plasma,2.382857142857143,measurement,350
442077,Anxiety disorder,1.2148997134670487,condition_occurrence,349
3024171,Respiratory rate,2.383954154727794,measurement,349
3004248,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,2.281437125748503,measurement,334
77670,Chest pain,1.1963746223564955,condition_occurrence,331
436962,Insomnia,1.1604938271604939,condition_occurrence,324
319835,Congestive heart failure,1.151702786377709,condition_occurrence,323
40761514,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count,2.334384858044164,measurement,317
3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2.309148264984227,measurement,317
378427,Tear film insufficiency,1.1550632911392404,condition_occurrence,316
4001450,Lumbago with sciatica,1.1708860759493671,condition_occurrence,316
4203942,,1.189710610932476,,311
42894222,,1.189710610932476,,311
3018920,Vancomycin [Mass/volume] in Serum or Plasma --trough,2.2996742671009773,measurement,307
3000483,Glucose [Mass/volume] in Blood,2.3157894736842106,measurement,304
3001420,Magnesium [Mass/volume] in Serum or Plasma,2.375,measurement,304
3033891,Prothrombin time (PT) in Control Platelet poor plasma by Coagulation assay,2.3178807947019866,measurement,302
3018465,Oxygen saturation in Mixed venous blood,2.3255813953488373,measurement,301
436659,Iron deficiency anemia,1.1438127090301002,condition_occurrence,299
3024354,Oxygen [Partial pressure] in Venous blood,2.260869565217391,measurement,299
433736,Obesity,1.1088435374149659,condition_occurrence,294
3032663,Fractional oxyhemoglobin in Mixed venous blood,2.3003412969283277,measurement,293
3009682,Cortisol [Mass/volume] in Serum or Plasma,2.2465753424657535,measurement,292
257007,Allergic rhinitis,1.1575342465753424,condition_occurrence,292
80180,Osteoarthritis,1.1099656357388317,condition_occurrence,291
3008037,Lactate [Moles/volume] in Venous blood,2.3586206896551722,measurement,290
3007449,CD3+CD8+ (T8 suppressor cells) cells/100 cells in Blood,2.372413793103448,measurement,290
3028079,Lymphocytes/100 leukocytes in Body fluid,2.206405693950178,measurement,281
195562,Hemorrhoids,1.1357142857142857,condition_occurrence,280
3019812,Kappa light chains [Mass/volume] in Serum or Plasma,2.218978102189781,measurement,274
443731,Renal disorder due to type 2 diabetes mellitus,1.099630996309963,condition_occurrence,271
3004640,Lambda light chains [Mass/volume] in Serum or Plasma,2.3185185185185184,measurement,270
3010457,Eosinophils/100 leukocytes in Blood by Automated count,2.298507462686567,measurement,268
3050068,Calcium.ionized [Moles/volume] in Blood by Ion-selective membrane electrode (ISE),2.2686567164179103,measurement,268
137809,Primary malignant neoplasm of female breast,1.1477272727272727,condition_occurrence,264
42538119,Transplanted heart valve present,1.1532567049808429,condition_occurrence,261
432867,Hyperlipidemia,1.146153846153846,condition_occurrence,260
40758926,cycloSPORINE [Mass/volume] in Blood by LC/MS/MS,2.207692307692308,measurement,260
435243,Alcohol dependence,1.1505791505791505,condition_occurrence,259
3045716,Anion gap in Serum or Plasma,2.2790697674418605,measurement,258
3026910,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,2.2790697674418605,measurement,258
3009542,Hematocrit [Volume Fraction] of Blood,2.2635658914728682,measurement,258
3027946,Carbon dioxide [Partial pressure] in Arterial blood,2.2412451361867705,measurement,257
140821,Spasm,1.1171875,condition_occurrence,256
35225405,,1.125,,256
3018405,Lactate [Moles/volume] in Arterial blood,2.2734375,measurement,256
438485,Postoperative state,1.1953125,condition_occurrence,256
42538117,Transplanted heart present,1.125,condition_occurrence,256
4168796,Muscle strain,1.0980392156862746,condition_occurrence,255
3020716,Inhaled oxygen concentration,2.216,measurement,250
4209423,Nicotine dependence,1.1325301204819278,condition_occurrence,249
3003396,Base excess in Arterial blood by calculation,2.248995983935743,measurement,249
75909,Disorder of bone,1.1209677419354838,condition_occurrence,248
45548653,,1.0890688259109311,,247
193782,End-stage renal disease,1.0890688259109311,condition_occurrence,247
372409,Sciatica,1.1270491803278688,condition_occurrence,244
257012,Chronic sinusitis,1.1069958847736625,condition_occurrence,243
133834,Atopic dermatitis,1.108786610878661,condition_occurrence,239
4141360,Chronic atrial fibrillation,1.134453781512605,condition_occurrence,238
3023548,Base deficit in Arterial blood,2.2362869198312234,measurement,237
40481089,Embolism from thrombosis of vein of lower extremity,1.1373390557939915,condition_occurrence,233
442752,Muscle pain,1.1120689655172413,condition_occurrence,232
3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,2.189655172413793,measurement,232
45586894,,1.074235807860262,,229
3019977,pH of Arterial blood,2.219298245614035,measurement,228
42869452,Immature granulocytes/100 leukocytes in Blood by Automated count,2.1150442477876106,measurement,226
4242669,Biventricular congestive heart failure,1.0977777777777777,condition_occurrence,225
1326606,,1.0977777777777777,,225
3017855,Kappa light chains/Lambda light chains [Mass Ratio] in Serum by Immunoassay,2.1866666666666665,measurement,225
3005105,Blasts [#/volume] in Blood,2.2589285714285716,measurement,224
35207024,,1.0892857142857142,,224
3016049,Testosterone Free [Mass/volume] in Serum or Plasma,2.2780269058295963,measurement,223
35207672,,1.0986547085201794,,223
35208966,,1.116591928251121,,223
4140164,Disorder of sacrococcygeal spine,1.116591928251121,condition_occurrence,223
44782429,Chronic kidney disease due to hypertension,1.0986547085201794,condition_occurrence,223
1569665,,1.0986547085201794,,223
4241530,Asymptomatic human immunodeficiency virus infection,1.0807174887892377,condition_occurrence,223
35225089,,1.0807174887892377,,223
45576878,,1.117117117117117,,222
4229440,Chronic congestive heart failure,1.117117117117117,condition_occurrence,222
443211,Benign prostatic hypertrophy with outflow obstruction,1.1081081081081081,condition_occurrence,222
3005456,Potassium [Moles/volume] in Blood,2.1981981981981984,measurement,222
45601728,,1.1081081081081081,,222
437833,Hypokalemia,1.0769230769230769,condition_occurrence,221
35207098,,1.0769230769230769,,221
436676,Posttraumatic stress disorder,1.08675799086758,condition_occurrence,219
45600746,,1.08675799086758,,219
37016349,Hyperglycemia due to type 2 diabetes mellitus,1.08675799086758,condition_occurrence,219
138825,Actinic keratosis,1.0963302752293578,condition_occurrence,218
3021447,Carbon dioxide [Partial pressure] in Venous blood,2.2844036697247705,measurement,218
35208568,,1.0963302752293578,,218
3033543,Specific gravity of Urine,2.2580645161290325,measurement,217
136788,Spinal stenosis of lumbar region,1.087557603686636,condition_occurrence,217
376065,Neurological disorder with type 2 diabetes mellitus,1.0783410138248848,condition_occurrence,217
1326707,,1.087557603686636,,217
45605403,,1.0783410138248848,,217
435463,Herpesvirus infection,1.0925925925925926,condition_occurrence,216
35205733,,1.0925925925925926,,216
35211336,,1.0694444444444444,,216
45766714,Inflammatory dermatosis,1.1064814814814814,condition_occurrence,216
197684,Dysuria,1.0694444444444444,condition_occurrence,216
201618,Disorder of intestine,1.0694444444444444,condition_occurrence,216
35208504,,1.1064814814814814,,216
45557089,,1.0976744186046512,,215
35206879,,1.1255813953488372,,215
45768812,Anemia in chronic kidney disease,1.0976744186046512,condition_occurrence,215
443412,Type 1 diabetes mellitus without complication,1.1255813953488372,condition_occurrence,215
440029,Viral disease,1.0790697674418606,condition_occurrence,215
3011412,CD3 cells [#/volume] in Blood,2.186046511627907,measurement,215
35207860,,1.069767441860465,,215
137053,Seborrheic dermatitis,1.0976744186046512,condition_occurrence,215
35208454,,1.0976744186046512,,215
321052,Peripheral vascular disease,1.069767441860465,condition_occurrence,215
35207821,,1.074766355140187,,214
443454,Cerebral infarction,1.074766355140187,condition_occurrence,214
45562699,,1.1126760563380282,,213
35207062,,1.0657276995305165,,213
40761510,Other cells/100 leukocytes in Blood by Automated count,2.2253521126760565,measurement,213
438720,Mixed hyperlipidemia,1.0657276995305165,condition_occurrence,213
434005,Morbid obesity,1.0896226415094339,condition_occurrence,212
4032787,Hyperosmolarity,1.1273584905660377,condition_occurrence,212
75650,Proteinuria,1.0896226415094339,condition_occurrence,212
80767,Breast lump,1.1415094339622642,condition_occurrence,212
35225404,,1.080188679245283,,212
45600659,,1.0896226415094339,,212
4236484,Paresthesia,1.1132075471698113,condition_occurrence,212
1326709,,1.1415094339622642,,212
320128,Essential hypertension,1.1320754716981132,condition_occurrence,212
